% Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Mach number (?)
224.98,22202,-80.259,0.11229,6734.1,0.07804
225.48,22162,-80.203,0.1119,6723.1,0.077974
225.98,22122,-80.147,0.11151,6712.1,0.077907
226.48,22081,-80.092,0.11113,6701.1,0.077841
226.98,22041,-80.036,0.11075,6690.2,0.077775
227.48,22001,-79.981,0.11037,6679.2,0.07771
227.98,21961,-79.926,0.10999,6668.2,0.077644
228.48,21922,-79.871,0.10962,6657.2,0.077579
228.98,21882,-79.817,0.10924,6646.2,0.077514
229.48,21842,-79.762,0.10887,6635.2,0.077449
229.98,21802,-79.708,0.1085,6624.2,0.077384
230.48,21762,-79.654,0.10814,6613.2,0.07732
230.98,21722,-79.6,0.10777,6602.3,0.077256
231.48,21682,-79.546,0.10741,6591.3,0.077192
231.98,21643,-79.493,0.10705,6580.3,0.077128
232.48,21603,-79.439,0.10669,6569.3,0.077064
232.98,21563,-79.386,0.10633,6558.3,0.077001
233.48,21524,-79.333,0.10598,6547.3,0.076938
233.98,21484,-79.28,0.10563,6536.3,0.076875
234.48,21444,-79.228,0.10528,6525.3,0.076812
234.98,21405,-79.175,0.10493,6514.4,0.076749
235.48,21365,-79.123,0.10458,6503.4,0.076687
235.98,21326,-79.071,0.10424,6492.4,0.076625
236.48,21286,-79.019,0.10389,6481.4,0.076563
236.98,21247,-78.966,0.10657,6470.4,0.076501
237.48,21207,-78.912,0.10801,6459.4,0.076438
237.98,21168,-78.857,0.10872,6448.4,0.076374
238.48,21128,-78.803,0.10898,6437.4,0.07631
238.98,21089,-78.748,0.10899,6426.5,0.076246
239.48,21049,-78.694,0.10884,6415.5,0.076182
239.98,21010,-78.64,0.1086,6404.5,0.076118
240.48,20971,-78.585,0.10831,6393.5,0.076054
240.98,20932,-78.531,0.10799,6382.5,0.07599
241.48,20892,-78.478,0.10765,6371.5,0.075926
241.98,20853,-78.424,0.1073,6360.5,0.075863
242.48,20814,-78.371,0.10695,6349.5,0.0758
242.98,20775,-78.317,0.10659,6338.6,0.075737
243.48,20736,-78.264,0.10624,6327.6,0.075674
243.98,20696,-78.211,0.10588,6316.6,0.075611
244.48,20657,-78.158,0.10553,6305.6,0.075549
244.98,20618,-78.106,0.10518,6294.6,0.075487
245.48,20579,-78.053,0.10483,6283.6,0.075425
245.98,20540,-78.001,0.10448,6272.6,0.075363
246.48,20501,-77.949,0.10413,6261.6,0.075301
246.98,20462,-77.897,0.10379,6250.7,0.07524
247.48,20423,-77.845,0.10345,6239.7,0.075179
247.98,20384,-77.794,0.10311,6228.7,0.075118
248.48,20346,-77.743,0.10277,6217.7,0.075057
248.98,20307,-77.691,0.10243,6206.7,0.074996
249.48,20268,-77.64,0.1021,6195.7,0.074936
249.98,20229,-77.589,0.10176,6184.7,0.074875
250.48,20190,-77.539,0.10143,6173.7,0.074815
250.98,20151,-77.488,0.1011,6162.8,0.074755
251.48,20113,-77.438,0.10077,6151.8,0.074696
251.98,20074,-77.388,0.10045,6140.8,0.074636
252.48,20035,-77.337,0.10012,6129.8,0.074577
252.98,19997,-77.288,0.099802,6118.8,0.074518
253.48,19958,-77.238,0.099482,6107.8,0.074459
253.98,19919,-77.188,0.099163,6096.8,0.0744
254.48,19881,-77.139,0.098846,6085.8,0.074341
254.98,19842,-77.09,0.098531,6074.8,0.074283
255.48,19804,-77.04,0.098217,6063.9,0.074224
255.98,19765,-76.991,0.097905,6052.9,0.074166
256.48,19727,-76.943,0.097595,6041.9,0.074108
256.98,19688,-76.894,0.097286,6030.9,0.07405
257.48,19650,-76.846,0.09698,6019.9,0.073993
257.98,19611,-76.796,0.099293,6008.9,0.073935
258.48,19573,-76.746,0.10075,5997.9,0.073877
258.98,19535,-76.695,0.10145,5986.9,0.073818
259.48,19496,-76.644,0.10172,5976,0.073758
259.98,19458,-76.593,0.10174,5965,0.073699
260.48,19420,-76.542,0.10161,5954,0.073639
260.98,19382,-76.492,0.10139,5943,0.073579
261.48,19343,-76.441,0.10113,5932,0.07352
261.98,19305,-76.391,0.10084,5921,0.073461
262.48,19267,-76.34,0.10054,5910,0.073402
262.98,19229,-76.29,0.10022,5899,0.073343
263.48,19191,-76.24,0.099906,5888,0.073284
263.98,19153,-76.19,0.099587,5877.1,0.073226
264.48,19114,-76.141,0.099268,5866.1,0.073167
264.98,19076,-76.091,0.098949,5855.1,0.073109
265.48,19038,-76.042,0.098632,5844.1,0.073051
265.98,19000,-75.993,0.098316,5833.1,0.072993
266.48,18962,-75.944,0.098002,5822.1,0.072935
266.98,18924,-75.895,0.097689,5811.1,0.072878
267.48,18886,-75.846,0.097378,5800.1,0.072821
267.98,18849,-75.798,0.097069,5789.2,0.072764
268.48,18811,-75.749,0.096761,5778.2,0.072707
268.98,18773,-75.701,0.096454,5767.2,0.07265
269.48,18735,-75.653,0.09615,5756.2,0.072593
269.98,18697,-75.605,0.095847,5745.2,0.072537
270.48,18659,-75.557,0.095546,5734.2,0.07248
270.98,18622,-75.51,0.095246,5723.2,0.072424
271.48,18584,-75.462,0.094948,5712.2,0.072368
271.98,18546,-75.415,0.094651,5701.2,0.072312
272.48,18508,-75.368,0.094356,5690.3,0.072257
272.98,18471,-75.321,0.094063,5679.3,0.072201
273.48,18433,-75.274,0.093771,5668.3,0.072146
273.98,18396,-75.227,0.093481,5657.3,0.072091
274.48,18358,-75.181,0.093192,5646.3,0.072036
274.98,18320,-75.134,0.092905,5635.3,0.071981
275.48,18283,-75.088,0.092619,5624.3,0.071926
275.98,18245,-75.042,0.092335,5613.3,0.071872
276.48,18208,-74.996,0.092052,5602.3,0.071818
276.98,18170,-74.95,0.091771,5591.4,0.071763
277.48,18133,-74.904,0.091491,5580.4,0.071709
277.98,18095,-74.858,0.091213,5569.4,0.071655
278.48,18058,-74.813,0.090936,5558.4,0.071602
278.98,18021,-74.768,0.09066,5547.4,0.071548
279.48,17983,-74.722,0.092137,5536.4,0.071495
279.98,17946,-74.675,0.093818,5525.4,0.071441
280.48,17908,-74.627,0.094648,5514.4,0.071386
280.98,17871,-74.58,0.094992,5503.4,0.07133
281.48,17834,-74.532,0.095058,5492.5,0.071275
281.98,17797,-74.485,0.094968,5481.5,0.07122
282.48,17759,-74.437,0.094788,5470.5,0.071164
282.98,17722,-74.39,0.094557,5459.5,0.071109
283.48,17685,-74.343,0.094299,5448.5,0.071054
283.98,17648,-74.296,0.094026,5437.5,0.070999
284.48,17611,-74.249,0.093745,5426.5,0.070944
284.98,17574,-74.202,0.09346,5415.5,0.070889
285.48,17537,-74.156,0.093173,5404.5,0.070835
285.98,17499,-74.109,0.092886,5393.6,0.070781
286.48,17462,-74.063,0.0926,5382.6,0.070726
286.98,17425,-74.017,0.092314,5371.6,0.070672
287.48,17388,-73.971,0.09203,5360.6,0.070618
287.98,17351,-73.925,0.091747,5349.6,0.070565
288.48,17314,-73.879,0.091466,5338.6,0.070511
288.98,17278,-73.834,0.091185,5327.6,0.070458
289.48,17241,-73.788,0.090907,5316.6,0.070405
289.98,17204,-73.743,0.090629,5305.6,0.070351
290.48,17167,-73.698,0.090354,5294.7,0.070299
290.98,17130,-73.653,0.090079,5283.7,0.070246
291.48,17093,-73.608,0.089806,5272.7,0.070193
291.98,17056,-73.563,0.089534,5261.7,0.070141
292.48,17020,-73.518,0.089264,5250.7,0.070088
292.98,16983,-73.474,0.088995,5239.7,0.070036
293.48,16946,-73.429,0.088728,5228.7,0.069984
293.98,16909,-73.385,0.088462,5217.7,0.069932
294.48,16873,-73.341,0.088197,5206.7,0.06988
294.98,16836,-73.297,0.087934,5195.8,0.069829
295.48,16800,-73.253,0.087672,5184.8,0.069777
295.98,16763,-73.21,0.087411,5173.8,0.069726
296.48,16726,-73.166,0.087151,5162.8,0.069675
296.98,16690,-73.123,0.086893,5151.8,0.069624
297.48,16653,-73.079,0.086636,5140.8,0.069573
297.98,16617,-73.036,0.086381,5129.8,0.069522
298.48,16580,-72.993,0.086127,5118.8,0.069472
298.98,16544,-72.95,0.085874,5107.8,0.069421
299.48,16507,-72.907,0.085622,5096.8,0.069371
299.98,16471,-72.865,0.085372,5085.9,0.069321
300.48,16434,-72.822,0.085122,5074.9,0.069271
300.98,16398,-72.78,0.084874,5063.9,0.069221
301.48,16362,-72.737,0.085071,5052.9,0.069171
301.98,16325,-72.693,0.087203,5041.9,0.069121
302.48,16289,-72.649,0.088274,5030.9,0.06907
302.98,16253,-72.605,0.088753,5019.9,0.069019
303.48,16216,-72.561,0.088901,5008.9,0.068967
303.98,16180,-72.516,0.088864,4997.9,0.068916
304.48,16144,-72.472,0.088725,4987,0.068864
304.98,16108,-72.427,0.08853,4976,0.068813
305.48,16071,-72.383,0.088303,4965,0.068762
305.98,16035,-72.339,0.08806,4954,0.06871
306.48,15999,-72.295,0.087808,4943,0.068659
306.98,15963,-72.252,0.087551,4932,0.068608
307.48,15927,-72.208,0.087293,4921,0.068557
307.98,15891,-72.164,0.087035,4910,0.068507
308.48,15855,-72.121,0.086777,4899,0.068456
308.98,15819,-72.078,0.086519,4888.1,0.068406
309.48,15782,-72.035,0.086263,4877.1,0.068356
309.98,15746,-71.992,0.086008,4866.1,0.068306
310.48,15710,-71.949,0.085754,4855.1,0.068256
310.98,15675,-71.906,0.085501,4844.1,0.068206
311.48,15639,-71.863,0.085249,4833.1,0.068156
311.98,15603,-71.821,0.084999,4822.1,0.068107
312.48,15567,-71.779,0.08475,4811.1,0.068057
312.98,15531,-71.736,0.084502,4800.1,0.068008
313.48,15495,-71.694,0.084255,4789.1,0.067959
313.98,15459,-71.652,0.08401,4778.2,0.06791
314.48,15423,-71.61,0.083766,4767.2,0.067861
314.98,15388,-71.568,0.083523,4756.2,0.067812
315.48,15352,-71.527,0.083281,4745.2,0.067764
315.98,15316,-71.485,0.083041,4734.2,0.067715
316.48,15280,-71.444,0.082801,4723.2,0.067667
316.98,15245,-71.403,0.082563,4712.2,0.067619
317.48,15209,-71.361,0.082326,4701.2,0.067571
317.98,15173,-71.32,0.08209,4690.2,0.067523
318.48,15138,-71.28,0.081855,4679.2,0.067475
318.98,15102,-71.239,0.081622,4668.3,0.067427
319.48,15066,-71.198,0.081389,4657.3,0.06738
319.98,15031,-71.157,0.081158,4646.3,0.067332
320.48,14995,-71.117,0.080928,4635.3,0.067285
320.98,14960,-71.077,0.080698,4624.3,0.067238
321.48,14924,-71.036,0.08047,4613.3,0.067191
321.98,14889,-70.996,0.080243,4602.3,0.067144
322.48,14853,-70.956,0.080018,4591.3,0.067097
322.98,14818,-70.916,0.079793,4580.3,0.06705
323.48,14782,-70.877,0.079569,4569.3,0.067004
323.98,14747,-70.837,0.079347,4558.4,0.066957
324.48,14711,-70.797,0.080299,4547.4,0.066911
324.98,14676,-70.756,0.081985,4536.4,0.066864
325.48,14641,-70.714,0.082796,4525.4,0.066817
325.98,14605,-70.673,0.083129,4514.4,0.066769
326.48,14570,-70.631,0.083201,4503.4,0.066721
326.98,14535,-70.59,0.08313,4492.4,0.066673
327.48,14499,-70.548,0.082982,4481.4,0.066625
327.98,14464,-70.507,0.082792,4470.4,0.066577
328.48,14429,-70.465,0.08258,4459.4,0.066529
328.98,14394,-70.424,0.082356,4448.5,0.066481
329.48,14358,-70.383,0.082127,4437.5,0.066434
329.98,14323,-70.342,0.081894,4426.5,0.066387
330.48,14288,-70.301,0.081662,4415.5,0.066339
330.98,14253,-70.261,0.081429,4404.5,0.066292
331.48,14218,-70.22,0.081196,4393.5,0.066245
331.98,14183,-70.18,0.080964,4382.5,0.066198
332.48,14148,-70.139,0.080734,4371.5,0.066151
332.98,14113,-70.099,0.080504,4360.5,0.066105
333.48,14078,-70.059,0.080275,4349.5,0.066058
333.98,14043,-70.019,0.080048,4338.6,0.066012
334.48,14008,-69.979,0.079822,4327.6,0.065965
334.98,13973,-69.939,0.079596,4316.6,0.065919
335.48,13938,-69.899,0.079372,4305.6,0.065873
335.98,13903,-69.86,0.079149,4294.6,0.065827
336.48,13868,-69.82,0.078926,4283.6,0.065782
336.98,13833,-69.781,0.078705,4272.6,0.065736
337.48,13798,-69.742,0.078485,4261.6,0.06569
337.98,13763,-69.703,0.078266,4250.6,0.065645
338.48,13728,-69.664,0.078048,4239.6,0.0656
338.98,13693,-69.625,0.077831,4228.7,0.065554
339.48,13659,-69.586,0.077616,4217.7,0.065509
339.98,13624,-69.547,0.077401,4206.7,0.065464
340.48,13589,-69.509,0.077187,4195.7,0.065419
340.98,13554,-69.47,0.076974,4184.7,0.065375
341.48,13520,-69.432,0.076762,4173.7,0.06533
341.98,13485,-69.394,0.076551,4162.7,0.065286
342.48,13450,-69.355,0.076341,4151.7,0.065241
342.98,13416,-69.317,0.076132,4140.7,0.065197
343.48,13381,-69.279,0.075924,4129.7,0.065153
343.98,13346,-69.241,0.075717,4118.8,0.065109
344.48,13312,-69.204,0.075511,4107.8,0.065065
344.98,13277,-69.166,0.075306,4096.8,0.065021
345.48,13242,-69.128,0.075102,4085.8,0.064977
345.98,13208,-69.091,0.074899,4074.8,0.064934
346.48,13173,-69.054,0.074697,4063.8,0.06489
346.98,13139,-69.016,0.074496,4052.8,0.064847
347.48,13104,-68.979,0.074295,4041.8,0.064804
347.98,13070,-68.942,0.075374,4030.8,0.064761
348.48,13035,-68.903,0.076897,4019.8,0.064717
348.98,13001,-68.864,0.077608,4008.8,0.064673
349.48,12967,-68.825,0.077886,3997.9,0.064628
349.98,12932,-68.786,0.077932,3986.9,0.064583
350.48,12898,-68.748,0.077855,3975.9,0.064538
350.98,12863,-68.709,0.077713,3964.9,0.064494
351.48,12829,-68.67,0.077536,3953.9,0.064449
351.98,12795,-68.631,0.077342,3942.9,0.064405
352.48,12760,-68.593,0.077138,3931.9,0.06436
352.98,12726,-68.554,0.07693,3920.9,0.064316
353.48,12692,-68.516,0.07672,3909.9,0.064272
353.98,12658,-68.478,0.07651,3898.9,0.064227
354.48,12623,-68.439,0.076299,3888,0.064184
354.98,12589,-68.401,0.07609,3877,0.06414
355.48,12555,-68.363,0.075881,3866,0.064096
355.98,12521,-68.326,0.075673,3855,0.064052
356.48,12487,-68.288,0.075466,3844,0.064009
356.98,12453,-68.25,0.075259,3833,0.063965
357.48,12418,-68.213,0.075054,3822,0.063922
357.98,12384,-68.175,0.07485,3811,0.063879
358.48,12350,-68.138,0.074646,3800,0.063836
358.98,12316,-68.101,0.074444,3789,0.063793
359.48,12282,-68.064,0.074242,3778,0.06375
359.98,12248,-68.027,0.074042,3767.1,0.063707
360.48,12214,-67.99,0.073842,3756.1,0.063665
360.98,12180,-67.953,0.073643,3745.1,0.063622
361.48,12146,-67.916,0.073445,3734.1,0.06358
361.98,12112,-67.88,0.073248,3723.1,0.063537
362.48,12078,-67.843,0.073052,3712.1,0.063495
362.98,12044,-67.807,0.072857,3701.1,0.063453
363.48,12010,-67.77,0.072663,3690.1,0.063411
363.98,11977,-67.734,0.07247,3679.1,0.063369
364.48,11943,-67.698,0.072277,3668.1,0.063327
364.98,11909,-67.662,0.072085,3657.1,0.063286
365.48,11875,-67.626,0.071895,3646.2,0.063244
365.98,11841,-67.59,0.071705,3635.2,0.063203
366.48,11808,-67.554,0.071516,3624.2,0.063161
366.98,11774,-67.519,0.071327,3613.2,0.06312
367.48,11740,-67.483,0.07114,3602.2,0.063079
367.98,11706,-67.448,0.070954,3591.2,0.063038
368.48,11673,-67.412,0.070768,3580.2,0.062997
368.98,11639,-67.377,0.070583,3569.2,0.062956
369.48,11605,-67.342,0.070399,3558.2,0.062915
369.98,11572,-67.307,0.070216,3547.2,0.062875
370.48,11538,-67.272,0.070033,3536.2,0.062834
370.98,11504,-67.237,0.069852,3525.3,0.062794
371.48,11471,-67.202,0.069671,3514.3,0.062753
371.98,11437,-67.167,0.0703,3503.3,0.062713
372.48,11403,-67.131,0.071938,3492.3,0.062672
372.98,11370,-67.094,0.072698,3481.3,0.062631
373.48,11336,-67.058,0.072999,3470.3,0.062589
373.98,11303,-67.021,0.073062,3459.3,0.062548
374.48,11269,-66.985,0.073001,3448.3,0.062506
374.98,11236,-66.948,0.072875,3437.3,0.062464
375.48,11202,-66.912,0.072716,3426.3,0.062423
375.98,11169,-66.876,0.072541,3415.3,0.062381
376.48,11136,-66.84,0.072356,3404.4,0.062339
376.98,11102,-66.803,0.072168,3393.4,0.062298
377.48,11069,-66.767,0.071979,3382.4,0.062257
377.98,11035,-66.732,0.071788,3371.4,0.062216
378.48,11002,-66.696,0.071598,3360.4,0.062175
378.98,10969,-66.66,0.071409,3349.4,0.062134
379.48,10935,-66.624,0.07122,3338.4,0.062093
379.98,10902,-66.589,0.071032,3327.4,0.062052
380.48,10869,-66.554,0.070845,3316.4,0.062011
380.98,10835,-66.518,0.070658,3305.4,0.061971
381.48,10802,-66.483,0.070473,3294.4,0.06193
381.98,10769,-66.448,0.070288,3283.5,0.06189
382.48,10736,-66.413,0.070104,3272.5,0.06185
382.98,10703,-66.378,0.069921,3261.5,0.06181
383.48,10669,-66.343,0.069738,3250.5,0.06177
383.98,10636,-66.308,0.069557,3239.5,0.06173
384.48,10603,-66.273,0.069376,3228.5,0.06169
384.98,10570,-66.239,0.069196,3217.5,0.06165
385.48,10537,-66.204,0.069017,3206.5,0.06161
385.98,10504,-66.17,0.068838,3195.5,0.061571
386.48,10471,-66.136,0.068661,3184.5,0.061531
386.98,10438,-66.101,0.068484,3173.5,0.061492
387.48,10405,-66.067,0.068308,3162.6,0.061453
387.98,10372,-66.033,0.068133,3151.6,0.061413
388.48,10339,-65.999,0.067958,3140.6,0.061374
388.98,10306,-65.965,0.067785,3129.6,0.061335
389.48,10273,-65.931,0.067612,3118.6,0.061296
389.98,10240,-65.898,0.067439,3107.6,0.061258
390.48,10207,-65.864,0.067268,3096.6,0.061219
390.98,10174,-65.831,0.067097,3085.6,0.06118
391.48,10141,-65.797,0.066927,3074.6,0.061142
391.98,10108,-65.764,0.066758,3063.6,0.061103
392.48,10075,-65.73,0.066589,3052.6,0.061065
392.98,10042,-65.697,0.066421,3041.7,0.061027
393.48,10009,-65.664,0.066254,3030.7,0.060989
393.98,9976.6,-65.631,0.066088,3019.7,0.060951
394.48,9943.7,-65.598,0.065922,3008.7,0.060913
394.98,9911,-65.565,0.065757,2997.7,0.060875
395.48,9878.2,-65.532,0.065593,2986.7,0.060837
395.98,9845.4,-65.5,0.065429,2975.7,0.060799
396.48,9812.7,-65.467,0.065267,2964.7,0.060761
396.98,9780,-65.434,0.067017,2953.7,0.060724
397.48,9747.2,-65.4,0.068008,2942.7,0.060686
397.98,9714.6,-65.365,0.068425,2931.7,0.060647
398.48,9681.9,-65.331,0.06855,2920.7,0.060608
398.98,9649.2,-65.297,0.068526,2909.8,0.060569
399.48,9616.6,-65.263,0.068427,2898.8,0.06053
399.98,9584,-65.228,0.06829,2887.8,0.060491
400.48,9551.4,-65.194,0.068133,2876.8,0.060452
400.98,9518.8,-65.16,0.067968,2865.8,0.060413
401.48,9486.2,-65.126,0.067798,2854.8,0.060375
401.98,9453.6,-65.093,0.067627,2843.8,0.060336
402.48,9421.1,-65.059,0.067455,2832.8,0.060298
402.98,9388.6,-65.025,0.067283,2821.8,0.060259
403.48,9356.1,-64.992,0.067111,2810.8,0.060221
403.98,9323.6,-64.958,0.06694,2799.8,0.060183
404.48,9291.1,-64.925,0.06677,2788.9,0.060145
404.98,9258.7,-64.892,0.0666,2777.9,0.060107
405.48,9226.2,-64.858,0.066431,2766.9,0.060069
405.98,9193.8,-64.825,0.066263,2755.9,0.060031
406.48,9161.4,-64.792,0.066095,2744.9,0.059993
406.98,9129,-64.759,0.065928,2733.9,0.059955
407.48,9096.6,-64.726,0.065762,2722.9,0.059918
407.98,9064.3,-64.694,0.065597,2711.9,0.05988
408.48,9032,-64.661,0.065432,2700.9,0.059843
408.98,8999.6,-64.628,0.065268,2689.9,0.059806
409.48,8967.3,-64.596,0.065105,2678.9,0.059768
409.98,8935,-64.563,0.064942,2667.9,0.059731
410.48,8902.8,-64.531,0.06478,2657,0.059694
410.98,8870.5,-64.498,0.064619,2646,0.059657
411.48,8838.3,-64.466,0.064459,2635,0.05962
411.98,8806,-64.434,0.064299,2624,0.059584
412.48,8773.8,-64.402,0.06414,2613,0.059547
412.98,8741.6,-64.37,0.063981,2602,0.05951
413.48,8709.5,-64.338,0.063823,2591,0.059474
413.98,8677.3,-64.306,0.063666,2580,0.059437
414.48,8645.2,-64.275,0.063509,2569,0.059401
414.98,8613,-64.243,0.063354,2558,0.059365
415.48,8580.9,-64.211,0.063198,2547,0.059328
415.98,8548.8,-64.18,0.063044,2536,0.059292
416.48,8516.7,-64.148,0.06289,2525.1,0.059256
416.98,8484.7,-64.117,0.062737,2514.1,0.05922
417.48,8452.6,-64.086,0.062584,2503.1,0.059184
417.98,8420.6,-64.054,0.062432,2492.1,0.059149
418.48,8388.6,-64.023,0.06228,2481.1,0.059113
418.98,8356.6,-63.992,0.06213,2470.1,0.059077
419.48,8324.6,-63.961,0.06198,2459.1,0.059042
419.98,8292.6,-63.93,0.06183,2448.1,0.059006
420.48,8260.6,-63.899,0.061681,2437.1,0.058971
420.98,8228.7,-63.869,0.061533,2426.1,0.058936
421.48,8196.8,-63.838,0.061385,2415.1,0.058901
421.98,8164.9,-63.807,0.061572,2404.1,0.058865
422.48,8133,-63.776,0.063253,2393.2,0.05883
422.98,8101.1,-63.744,0.064007,2382.2,0.058794
423.48,8069.2,-63.711,0.0643,2371.2,0.058758
423.98,8037.4,-63.679,0.064365,2360.2,0.058721
424.48,8005.5,-63.647,0.064315,2349.2,0.058685
424.98,7973.7,-63.615,0.06421,2338.2,0.058649
425.48,7941.9,-63.583,0.064078,2327.2,0.058612
425.98,7910.1,-63.551,0.063932,2316.2,0.058576
426.48,7878.4,-63.519,0.06378,2305.2,0.05854
426.98,7846.6,-63.487,0.063626,2294.2,0.058504
427.48,7814.9,-63.456,0.06347,2283.2,0.058468
427.98,7783.2,-63.424,0.063314,2272.2,0.058432
428.48,7751.5,-63.392,0.063158,2261.3,0.058396
428.98,7719.8,-63.361,0.063003,2250.3,0.05836
429.48,7688.1,-63.329,0.062848,2239.3,0.058324
429.98,7656.4,-63.298,0.062694,2228.3,0.058289
430.48,7624.8,-63.267,0.062541,2217.3,0.058253
430.98,7593.2,-63.236,0.062388,2206.3,0.058218
431.48,7561.6,-63.204,0.062236,2195.3,0.058182
431.98,7530,-63.173,0.062084,2184.3,0.058147
432.48,7498.4,-63.142,0.061933,2173.3,0.058112
432.98,7466.8,-63.112,0.061783,2162.3,0.058077
433.48,7435.3,-63.081,0.061633,2151.3,0.058042
433.98,7403.7,-63.05,0.061484,2140.3,0.058007
434.48,7372.2,-63.019,0.061335,2129.4,0.057972
434.98,7340.7,-62.989,0.061188,2118.4,0.057937
435.48,7309.2,-62.958,0.06104,2107.4,0.057902
435.98,7277.8,-62.928,0.060894,2096.4,0.057868
436.48,7246.3,-62.897,0.060748,2085.4,0.057833
436.98,7214.9,-62.867,0.060602,2074.4,0.057799
437.48,7183.4,-62.837,0.060457,2063.4,0.057764
437.98,7152,-62.807,0.060313,2052.4,0.05773
438.48,7120.6,-62.777,0.060169,2041.4,0.057696
438.98,7089.3,-62.747,0.060026,2030.4,0.057661
439.48,7057.9,-62.717,0.059884,2019.4,0.057627
439.98,7026.5,-62.687,0.059742,2008.4,0.057593
440.48,6995.2,-62.657,0.0596,1997.4,0.057559
440.98,6963.9,-62.627,0.059459,1986.5,0.057525
441.48,6932.6,-62.598,0.059319,1975.5,0.057492
441.98,6901.3,-62.568,0.059179,1964.5,0.057458
442.48,6870,-62.539,0.05904,1953.5,0.057424
442.98,6838.7,-62.509,0.058902,1942.5,0.057391
443.48,6807.5,-62.48,0.058764,1931.5,0.057357
443.98,6776.3,-62.45,0.058626,1920.5,0.057324
444.48,6745.1,-62.421,0.058489,1909.5,0.05729
444.98,6713.8,-62.392,0.058353,1898.5,0.057257
445.48,6682.7,-62.363,0.058217,1887.5,0.057224
445.98,6651.5,-62.334,0.058082,1876.5,0.057191
446.48,6620.3,-62.305,0.057947,1865.5,0.057158
446.98,6589.2,-62.276,0.057813,1854.6,0.057125
447.48,6558,-62.247,0.057679,1843.6,0.057092
447.98,6526.9,-62.218,0.057768,1832.6,0.057059
448.48,6495.8,-62.188,0.059422,1821.6,0.057026
448.98,6464.7,-62.158,0.060146,1810.6,0.056992
449.48,6433.7,-62.128,0.060421,1799.6,0.056958
449.98,6402.6,-62.098,0.060479,1788.6,0.056924
450.48,6371.6,-62.068,0.060431,1777.6,0.05689
450.98,6340.5,-62.038,0.060334,1766.6,0.056856
451.48,6309.5,-62.007,0.060212,1755.6,0.056822
451.98,6278.5,-61.977,0.060078,1744.6,0.056788
452.48,6247.6,-61.947,0.05994,1733.6,0.056754
